cell_name,sample,cell_type,cell_subtype,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,source,cell_cohort
cy79_p3_CD45_neg_PDL1_neg_F09_S261_comb,Mel79,Malignant,Malignant,4745,22.164,-28.3833,0.118,0.1116,Not cycling,0.5165,Interferon/MHC-II (II),"",treatment.naive,Tirosh
CY88_3_G09_S657_comb,Mel88,Malignant,Malignant,7092,13.8639,36.4796,1.0482,1.578,Intermediate,2.2113,Cell Cycle - G2/M,"",post.treatment,Tirosh
cy79_p5_CD45_neg_PDL1_neg_D03_S807_comb,Mel79,Malignant,Malignant,3840,24.5629,-28.2552,0.0045,-0.0527,Not cycling,1.5922,Stress,Stress,treatment.naive,Tirosh
CY88_5_H08_S764_comb,Mel88,Malignant,Malignant,7501,14.0099,36.517,-0.0633,0.1607,Not cycling,0.4488,MYC,"",post.treatment,Tirosh
cy79_p4_CD45_neg_PDL1_neg_F08_S1124_comb,Mel79,Malignant,Malignant,4407,19.7325,-30.259,-0.1904,0.1884,Not cycling,0.7093,Respiration,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D10_S334_comb,Mel79,"",Unassigned,3086,19.2253,-30.0571,,,"",,"","",treatment.naive,Tirosh
cy81_FNA_CD45_neg_G12_S1044_comb,Mel81,Malignant,Malignant,4097,4.3711,-38.2843,-0.0536,-0.0066,Not cycling,0.4829,Astrocytes,"",treatment.naive,Tirosh
CY88_3_B04_S592_comb,Mel88,Malignant,Malignant,6591,13.1663,35.914,-0.0212,-0.1216,Not cycling,1.0173,Skin pigmentation,Skin pigmentation,post.treatment,Tirosh
cy79_p5_CD45_neg_PDL1_pos_A11_S683_comb,Mel79,Malignant,Malignant,5228,21.6325,-27.5707,0.0689,0.1561,Not cycling,0.8161,Interferon/MHC-II (I),"",treatment.naive,Tirosh
Cy71_CD45_F06_S546_comb,Mel71,Malignant,Malignant,4719,29.2511,31.338,0.2136,-0.0552,Not cycling,,"","",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_G11_S755_comb,Mel79,Malignant,Malignant,4701,23.0333,-28.887,-0.0534,0.0501,Not cycling,1.0616,Skin pigmentation,"",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_C10_S706_comb,Mel79,Malignant,Malignant,4792,22.8397,-27.1029,0.1826,4e-04,Not cycling,0.6512,EMT III,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_F08_S260_comb,Mel79,Malignant,Malignant,6850,22.4968,-26.154,0.2319,0.1322,Not cycling,0.9637,Interferon/MHC-II (I),"",treatment.naive,Tirosh
cy53_1_CD45_neg_B02_S302_comb,Mel53,Malignant,Malignant,5383,14.1626,-10.286,0.1543,-0.2216,Not cycling,,"","",treatment.naive,Tirosh
CY89NEG_F05_S65_comb,Mel89,Malignant,Malignant,6335,38.015,14.9963,-0.1326,0.0386,Not cycling,0.8077,Skin pigmentation,"",treatment.naive,Tirosh
cy80_CD45_neg_H08_S956_comb,Mel80,Malignant,Malignant,7410,-19.9655,41.8329,0.0152,0.155,Not cycling,,"","",treatment.naive,Tirosh
Cy81_Bulk_CD45_D01_S133_comb,Mel81,"",Unassigned,6992,5.131,-38.1965,,,"",,"","",treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_G03_S267_comb,Mel79,Malignant,Malignant,5162,19.246,-30.1016,0.0678,-0.1701,Not cycling,0.5011,Skin pigmentation,"",treatment.naive,Tirosh
Cy81_Bulk_CD45_D10_S142_comb,Mel81,Malignant,Malignant,9554,4.3184,-39.045,0.1908,0.3534,Not cycling,0.9259,Stress,"",treatment.naive,Tirosh
CY89NEG_F07_S67_comb,Mel89,Malignant,Malignant,5122,39.1302,15.0454,-0.019,-0.0194,Not cycling,1.1792,Hypoxia,Hypoxia,treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_H06_S762_comb,Mel79,Malignant,Malignant,4232,19.7759,-29.8922,-0.0731,-0.1094,Not cycling,0.7168,EMT III,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_F12_S1128_comb,Mel79,Malignant,Malignant,2779,20.6024,-26.7587,0.0061,-0.0329,Not cycling,0.8195,Cell Cycle HMG-rich,"",treatment.naive,Tirosh
cy82_CD45_pos_2_B03_S495_comb,Mel82,"",Unassigned,9012,42.2792,-0.6047,,,"",,"","",treatment.naive,Tirosh
cy78_CD45_neg_1_A04_S484_comb,Mel78,Malignant,Malignant,8092,-11.5727,-38.6089,1.9735,0.4369,G1/S,1.6198,Cell Cycle - G1/S,Cell Cycle - G1/S,post.treatment,Tirosh
Cy81_FNA_CD45_C05_S317_comb,Mel81,Malignant,Malignant,5609,4.9409,-38.4449,-0.0297,-0.0465,Not cycling,1.1527,Hypoxia,Hypoxia,treatment.naive,Tirosh
Cy80_II_CD45_B01_S877_comb,Mel80,Malignant,Malignant,6089,-19.9423,42.7802,0.5242,-0.0413,Not cycling,,"","",treatment.naive,Tirosh
CY89CORE11_E10_S154_comb,Mel89,Malignant,Malignant,6314,38.4743,15.507,0.6283,0.2343,Not cycling,1.3677,Stress,Stress,treatment.naive,Tirosh
cy81_Bulk_CD45_neg_E02_S146_comb,Mel81,Endothelial,Endothelial,6154,5.2254,-38.304,-0.0392,0.0519,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_A05_S869_comb,Mel80,Malignant,Malignant,3620,-20.0906,42.6257,-0.2629,-0.0531,Not cycling,,"","",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_D03_S423_comb,Mel79,Malignant,Malignant,2618,21.35,-30.0164,-0.0902,0.001,Not cycling,0.4255,Interferon/MHC-II (II),"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_A04_S388_comb,Mel79,Malignant,Malignant,5019,22.3889,-28.1246,-0.1296,0.0804,Not cycling,0.9699,Interferon/MHC-II (I),"",treatment.naive,Tirosh
CY89NEG_E06_S54_comb,Mel89,Malignant,Malignant,6115,38.135,15.3718,0.0278,0.045,Not cycling,1.1239,Stress,Stress,treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_neg_C02_S794_comb,Mel79,Malignant,Malignant,4786,22.5403,-29.0932,0.0996,0.153,Not cycling,0.4565,Protein maturation,"",treatment.naive,Tirosh
CY88_3_A10_S586_comb,Mel88,Malignant,Malignant,5774,13.7358,37.0291,0.1231,0.011,Not cycling,0.5027,MYC,"",post.treatment,Tirosh
CY88CD45POS_7_C07_S223_comb,Mel88,Macrophage,Macrophage,7234,-25.4436,21.0089,-0.2227,-0.6783,Not cycling,,"","",post.treatment,Tirosh
CY89FNAQ2_G07_S463_comb,Mel89,Malignant,Malignant,8179,38.5509,15.0172,0.0516,0.1845,Not cycling,0.8526,Hypoxia,"",treatment.naive,Tirosh
cy80_CD45_neg_F05_S929_comb,Mel80,Malignant,Malignant,5190,-19.9483,42.3343,-0.2517,0.0759,Not cycling,,"","",treatment.naive,Tirosh
Cy81_Bulk_CD45_G12_S180_comb,Mel81,Malignant,Malignant,8971,4.1078,-39.0398,0.2001,1.2191,G2/M,1.5478,Cell Cycle - G2/M,Cell Cycle - G2/M,treatment.naive,Tirosh
cy81_FNA_CD45_neg_F06_S1026_comb,Mel81,Malignant,Malignant,8367,5.1925,-39.2291,0.1909,0.041,Not cycling,0.467,Hypoxia,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_C02_S410_comb,Mel79,Malignant,Malignant,4495,22.4072,-29.3968,-0.0445,-0.1219,Not cycling,0.7402,Skin pigmentation,"",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_C11_S707_comb,Mel79,Malignant,Malignant,7261,22.8278,-26.2296,0.7242,0.1655,G1/S,0.7843,Cell Cycle - G1/S,"",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_F09_S741_comb,Mel79,Malignant,Malignant,3719,18.5405,-30.433,-0.1299,-0.0956,Not cycling,0.8899,Stress,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_E10_S442_comb,Mel79,Malignant,Malignant,5133,23.0787,-26.9452,-0.112,0.0304,Not cycling,0.7957,EMT III,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H01_S373_comb,Mel79,Malignant,Malignant,3607,19.517,-29.3756,-0.1685,-0.0579,Not cycling,0.7331,Respiration,"",treatment.naive,Tirosh
cy78_CD45_neg_1_H08_S572_comb,Mel78,Malignant,Malignant,4608,-9.2754,-38.129,0.0436,0.0657,Not cycling,1.3063,Stress,"",post.treatment,Tirosh
CY89CORE11_B04_S112_comb,Mel89,Malignant,Malignant,6202,38.1593,15.0638,0.1083,0.138,Not cycling,0.8896,Interferon/MHC-II (I),"",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F03_S159_comb,Mel79,Malignant,Malignant,5530,26.0294,-26.5825,0.0992,0.0014,Not cycling,1.3207,Stress,Stress,treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_H10_S286_comb,Mel79,Malignant,Malignant,5203,21.6375,-28.273,-0.1105,0.0161,Not cycling,0.4122,Oligo normal,"",treatment.naive,Tirosh
cy78_CD45_neg_1_F02_S542_comb,Mel78,Malignant,Malignant,8000,-11.3163,-38.4784,1.8577,1.0401,G1/S,1.3163,Cell Cycle - G1/S,Cell Cycle - G1/S,post.treatment,Tirosh
CY89CORE11_A05_S101_comb,Mel89,Malignant,Malignant,6974,38.7696,15.6481,0.1158,0.1653,Not cycling,0.4207,EMT III,"",treatment.naive,Tirosh
CY89CORE11_B06_S114_comb,Mel89,Malignant,Malignant,7146,38.0231,15.2538,0.0797,0.1768,Not cycling,0.9143,Skin pigmentation,"",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E08_S56_comb,Mel79,Malignant,Malignant,7184,23.2807,-25.7516,-0.0311,0.1413,Not cycling,1.3274,Interferon/MHC-II (I),Interferon/MHC-II (I),treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_C07_S223_comb,Mel79,Malignant,Malignant,3279,20.6187,-29.2455,-0.1764,-0.0321,Not cycling,0.6358,Respiration,"",treatment.naive,Tirosh
cy78_CD45_neg_3_G07_S751_comb,Mel78,Malignant,Malignant,5497,-9.419,-38.044,-0.094,0.0846,Not cycling,0.7672,Hypoxia,"",post.treatment,Tirosh
CY89NEG_A06_S6_comb,Mel89,Malignant,Malignant,6532,38.4125,14.9824,-0.1287,-0.0214,Not cycling,1.0144,Skin pigmentation,Skin pigmentation,treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_B04_S1072_comb,Mel79,Malignant,Malignant,5344,23.551,-28.6805,-0.0238,0.0898,Not cycling,1.0568,Stress,Stress,treatment.naive,Tirosh
Cy81_FNA_CD45_F02_S350_comb,Mel81,Malignant,Malignant,5755,3.4955,-38.8713,-0.2671,-0.1053,Not cycling,0.379,Respiration,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_H01_S1141_comb,Mel79,Malignant,Malignant,3656,21.3395,-29.9098,-0.2029,-0.0933,Not cycling,0.4326,Astrocytes,"",treatment.naive,Tirosh
CY89CORE11_D09_S141_comb,Mel89,Malignant,Malignant,5438,38.7866,15.1105,-0.0935,0.0621,Not cycling,1.2543,MES (glioma),"",treatment.naive,Tirosh
cy78_CD45_neg_1_F10_S550_comb,Mel78,Malignant,Malignant,8667,-11.0755,-38.1677,0.2053,0.2346,Not cycling,0.5316,EMT III,"",post.treatment,Tirosh
cy79_p4_CD45_neg_PDL1_pos_H11_S479_comb,Mel79,Malignant,Malignant,2445,24.2526,-27.7651,0.138,-0.0791,Not cycling,1.1296,EMT III,EMT III,treatment.naive,Tirosh
cy81_FNA_CD45_neg_H09_S1053_comb,Mel81,Malignant,Malignant,2630,4.8174,-38.5557,-0.0315,-0.1191,Not cycling,0.6156,EMT II,"",treatment.naive,Tirosh
cy78_CD45_neg_3_E05_S725_comb,Mel78,Malignant,Malignant,2586,-10.2955,-38.5029,-0.2261,-0.0693,Not cycling,0.6694,Protein maturation,"",post.treatment,Tirosh
cy78_CD45_neg_1_H04_S568_comb,Mel78,Malignant,Malignant,6197,-9.6509,-38.2228,0.0235,0.2783,Not cycling,0.4163,Translation initiation,"",post.treatment,Tirosh
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A07_S7_comb,Mel79,Malignant,Malignant,5685,26.1155,-26.5366,-0.1072,0.1919,Not cycling,1.7788,Stress,Stress,treatment.naive,Tirosh
CY89FNAQ2_B02_S398_comb,Mel89,Malignant,Malignant,6480,38.0574,15.2256,0.1914,0.122,Not cycling,0.9381,EMT III,"",treatment.naive,Tirosh
Cy71_CD45_H06_S570_comb,Mel71,Malignant,Malignant,4796,29.7492,31.0287,0.4727,-0.0879,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_D09_S237_comb,Mel79,Malignant,Malignant,5228,22.9664,-29.2024,-0.2042,0.053,Not cycling,0.4704,MES (glioma),"",treatment.naive,Tirosh
CY88_5_B12_S696_comb,Mel88,Malignant,Malignant,5023,13.6274,37.6808,-0.0956,-0.0901,Not cycling,0.3851,Skin pigmentation,"",post.treatment,Tirosh
CY88_3_H10_S670_comb,Mel88,Malignant,Malignant,6185,13.3824,36.4057,-0.179,-0.1592,Not cycling,0.8883,Hypoxia,"",post.treatment,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B11_S119_comb,Mel79,Malignant,Malignant,3794,25.836,-27.0924,0.0775,-0.0638,Not cycling,1.1694,Stress,Stress,treatment.naive,Tirosh
CY89FNAQ2_C04_S412_comb,Mel89,Malignant,Malignant,6757,38.2607,15.1542,0.0622,0.2659,Not cycling,0.5979,Proteasomal degradation,"",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_E10_S730_comb,Mel79,Malignant,Malignant,4559,22.6585,-29.6248,-0.1242,0.1186,Not cycling,0.577,Protein maturation,"",treatment.naive,Tirosh
Cy80_II_CD45_B09_S885_comb,Mel80,Malignant,Malignant,5152,-20.0191,43.0082,0.2314,0.0732,Not cycling,,"","",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_G02_S746_comb,Mel79,Malignant,Malignant,4470,22.7335,-28.8817,-0.0715,-0.0893,Not cycling,0.4445,Interferon/MHC-II (I),"",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G02_S170_comb,Mel79,Malignant,Malignant,5500,23.7816,-28.3856,0.042,0.036,Not cycling,0.7925,Protein maturation,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_E05_S245_comb,Mel79,Malignant,Malignant,2999,19.8264,-29.8846,-0.1231,-0.0182,Not cycling,0.7954,Skin pigmentation,"",treatment.naive,Tirosh
CY88_5_H05_S761_comb,Mel88,Malignant,Malignant,5335,13.4861,37.4463,0.1019,0.1494,Not cycling,2.5258,Interferon/MHC-II (I),Interferon/MHC-II (I),post.treatment,Tirosh
Cy81_FNA_CD45_H12_S384_comb,Mel81,Malignant,Malignant,8769,4.4448,-39.2524,0.3025,0.1789,Not cycling,0.5692,Hypoxia,"",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_neg_G04_S844_comb,Mel79,Malignant,Malignant,3693,19.8839,-30.2204,-0.0476,-0.0766,Not cycling,1.1432,Interferon/MHC-II (I),Interferon/MHC-II (I),treatment.naive,Tirosh
CY88_5_D08_S716_comb,Mel88,Malignant,Malignant,7262,14.371,36.7643,0.0757,0.0863,Not cycling,0.4952,Skin pigmentation,"",post.treatment,Tirosh
cy79_p4_CD45_neg_PDL1_pos_B11_S407_comb,Mel79,Malignant,Malignant,4827,22.8755,-27.5083,0.1686,0.1092,Not cycling,0.6683,Skin pigmentation,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_B11_S215_comb,Mel79,Malignant,Malignant,4745,23.112,-27.11,-0.0703,0.0751,Not cycling,1.0154,Stress,Stress,treatment.naive,Tirosh
CY88_3_B12_S600_comb,Mel88,Malignant,Malignant,6467,13.5058,36.2966,0.1804,-0.038,Not cycling,0.9776,Hypoxia,"",post.treatment,Tirosh
cy81_FNA_CD45_neg_F02_S1022_comb,Mel81,Malignant,Malignant,7961,5.0226,-39.2992,0.2909,0.0872,Not cycling,0.539,EMT I,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_D05_S425_comb,Mel79,Malignant,Malignant,4014,23.4674,-28.8627,-0.0494,0.09,Not cycling,0.5736,Interferon/MHC-II (II),"",treatment.naive,Tirosh
cy94_cd45neg_cd90pos_A11_S299_comb,Mel94,Malignant,Malignant,3212,21.3276,-26.5139,-0.1955,-0.1518,Not cycling,,"","",post.treatment,Tirosh
cy60_1_cd_45_neg_3_F06_S546_comb,Mel60,Malignant,Malignant,5354,18.3932,-28.1234,0.2404,1.429,G2/M,,"","",post.treatment,Tirosh
cy79_p4_CD45_neg_PDL1_pos_D01_S421_comb,Mel79,Malignant,Malignant,4490,18.7731,-30.3775,0.0073,-0.0492,Not cycling,0.7607,Respiration,"",treatment.naive,Tirosh
CY88_5_D10_S718_comb,Mel88,Malignant,Malignant,6107,14.3569,37.6097,0.0693,0.0494,Not cycling,0.8802,Respiration,"",post.treatment,Tirosh
CY89NEG_H06_S90_comb,Mel89,Malignant,Malignant,5258,38.4263,15.6129,0.0214,-0.0706,Not cycling,0.882,Skin pigmentation,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H03_S375_comb,Mel79,Malignant,Malignant,4872,20.6594,-28.4603,0.0275,0.1762,Not cycling,0.6297,Respiration,"",treatment.naive,Tirosh
Cy81_Bulk_CD45_E08_S152_comb,Mel81,Malignant,Malignant,7437,3.622,-39.2191,0.2837,0.1666,Not cycling,0.4463,RBCs,"",treatment.naive,Tirosh
CY89FNAQ2_H03_S471_comb,Mel89,Malignant,Malignant,5612,38.5334,15.6316,0.2692,0.2574,Not cycling,0.4801,RBCs,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_H09_S1149_comb,Mel79,Malignant,Malignant,4904,22.1744,-28.3637,-0.0597,0.1264,Not cycling,0.3668,Interferon/MHC-II (II),"",treatment.naive,Tirosh
cy81_FNA_CD45_neg_B04_S976_comb,Mel81,Malignant,Malignant,7827,5.0023,-39.0441,-0.0132,0.0478,Not cycling,0.8502,EMT II,"",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F11_S167_comb,Mel79,Malignant,Malignant,4347,18.7752,-30.3605,0.0258,-0.0755,Not cycling,0.4106,Respiration,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_F03_S1119_comb,Mel79,Malignant,Malignant,4617,19.7716,-29.8835,-0.2026,-0.0197,Not cycling,0.7556,Skin pigmentation,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_C04_S412_comb,Mel79,Malignant,Malignant,4280,20.6826,-29.6095,-0.1161,0.0254,Not cycling,0.5883,Skin pigmentation,"",treatment.naive,Tirosh
Cy80_II_CD45_G09_S945_comb,Mel80,Malignant,Malignant,5214,-19.6685,42.4829,0.0806,-0.0402,Not cycling,,"","",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_G05_S749_comb,Mel79,Malignant,Malignant,4275,25.0364,-27.0213,0.0557,0.0516,Not cycling,1.5455,Translation initiation,Translation initiation,treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_F06_S450_comb,Mel79,Malignant,Malignant,4502,19.0279,-30.0843,0.0151,-0.0556,Not cycling,0.5997,Skin pigmentation,"",treatment.naive,Tirosh
cy82_CD45_pos_3_C11_S35_comb,Mel82,"",Unassigned,4868,41.5935,-0.7403,,,"",,"","",treatment.naive,Tirosh
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C04_S316_comb,Mel79,Malignant,Malignant,5285,22.6645,-26.9176,-0.1578,0.0235,Not cycling,1.0836,MYC,"",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F06_S162_comb,Mel79,Malignant,Malignant,5418,24.1031,-26.673,0.2237,0.1107,Not cycling,0.7784,Stress,"",treatment.naive,Tirosh
CY88_3_C12_S612_comb,Mel88,Malignant,Malignant,5697,13.6683,36.6469,0.0861,-0.0815,Not cycling,0.5457,Skin pigmentation,"",post.treatment,Tirosh
Cy80_II_CD45_D09_S909_comb,Mel80,Malignant,Malignant,5724,-20.1307,42.9038,0.2889,-0.0097,Not cycling,,"","",treatment.naive,Tirosh
cy81_FNA_CD45_neg_E12_S1020_comb,Mel81,Malignant,Malignant,5831,4.4288,-38.7605,0.0877,0.0116,Not cycling,0.4564,Hypoxia,"",treatment.naive,Tirosh
cy78_CD45_neg_3_G09_S753_comb,Mel78,Malignant,Malignant,7753,-10.8362,-38.4543,1.8473,0.5102,G1/S,1.7441,Cell Cycle - G1/S,Cell Cycle - G1/S,post.treatment,Tirosh
cy79_p4_CD45_neg_PDL1_neg_A12_S1068_comb,Mel79,Malignant,Malignant,3944,23.9396,-26.9437,0.013,0.7785,G2/M,1.8461,Cell Cycle - G2/M,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_B11_S1079_comb,Mel79,Malignant,Malignant,4528,21.3627,-29.3801,0.163,0.0612,Not cycling,0.4317,Oligo normal,"",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_neg_A05_S773_comb,Mel79,Malignant,Malignant,3195,22.7787,-29.082,-0.1984,-0.0106,Not cycling,1.0822,Translation initiation,Translation initiation,treatment.naive,Tirosh
Cy71_CD45_D11_S527_comb,Mel71,Malignant,Malignant,5258,29.4481,31.1474,-0.0306,-0.0677,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_D03_S903_comb,Mel80,Malignant,Malignant,7586,-19.584,42.5036,0.3588,0.2009,Not cycling,,"","",treatment.naive,Tirosh
cy78_CD45_neg_1_B08_S500_comb,Mel78,Malignant,Malignant,7969,-11.2226,-38.7073,1.1773,0.6038,G1/S,0.513,Cell Cycle - G1/S,"",post.treatment,Tirosh
cy88_cd45pos_5_C01_S217_comb,Mel88,T_cell,T_Cell_CD4,9341,14.2969,36.8481,-0.2476,-0.041,Not cycling,1.5408,CD4 - Glycolysis/MYC,"",post.treatment,Tirosh
cy81_Bulk_CD45_neg_E09_S153_comb,Mel81,Malignant,Malignant,8137,4.4805,-38.9884,0.0977,0.0234,Not cycling,0.7115,Stress,"",treatment.naive,Tirosh
cy79_p3_CD45_neg_PDL1_neg_B06_S210_comb,Mel79,Malignant,Malignant,3867,22.0296,-28.6097,-0.1589,-0.1343,Not cycling,0.4968,Interferon/MHC-II (II),"",treatment.naive,Tirosh
cy78_CD45_neg_3_D07_S715_comb,Mel78,Malignant,Malignant,7024,-10.6433,-38.2338,0.4781,0.1871,Not cycling,0.3002,MYC,"",post.treatment,Tirosh
cy79_p5_CD45_neg_PDL1_neg_F05_S833_comb,Mel79,Malignant,Malignant,5080,24.3349,-27.311,0.1797,0.0135,Not cycling,0.5969,Skin pigmentation,"",treatment.naive,Tirosh
cy80_CD45_neg_B01_S877_comb,Mel80,Malignant,Malignant,7572,-19.918,41.7199,-0.0155,0.1683,Not cycling,,"","",treatment.naive,Tirosh
cy82_CD45_pos_1_E08_S536_comb,Mel82,T_cell,T_Cell_CD4,5880,41.6478,-0.5908,-0.2004,0.1542,Not cycling,,"","",treatment.naive,Tirosh
Cy81_Bulk_CD45_B09_S117_comb,Mel81,Malignant,Malignant,8822,3.9788,-39.1641,0.5481,0.2026,Not cycling,1.2206,Stress,Stress,treatment.naive,Tirosh
cy78_CD45_neg_1_A03_S483_comb,Mel78,Malignant,Malignant,8246,-11.0404,-38.1977,0.8276,0.3774,G1/S,0.4945,Respiration,"",post.treatment,Tirosh
cy79_p5_CD45_neg_PDL1_neg_H06_S858_comb,Mel79,Malignant,Malignant,5276,20.7219,-28.1757,-0.022,0.1603,Not cycling,0.5904,Stress,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_A03_S1059_comb,Mel79,Malignant,Malignant,4504,22.2945,-29.8674,0.0144,-0.0118,Not cycling,0.5083,MES (glioma),"",treatment.naive,Tirosh
cy78_CD45_neg_1_F08_S548_comb,Mel78,Malignant,Malignant,4898,-10.185,-38.7558,0.8174,1.1201,Intermediate,1.2668,Cell Cycle - G2/M,Cell Cycle - G2/M,post.treatment,Tirosh
cy60_1_cd_45_neg_3_C10_S514_comb,Mel60,Malignant,Malignant,7913,22.1932,-24.7735,1.8934,1.8252,Intermediate,,"","",post.treatment,Tirosh
CY88_3_C08_S608_comb,Mel88,Malignant,Malignant,3837,12.8838,37.4772,0.0807,0.0855,Not cycling,0.5859,IG,"",post.treatment,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A12_S108_comb,Mel79,Malignant,Malignant,3712,25.8841,-27.1655,-0.09,0.0855,Not cycling,1.0248,Stress,Stress,treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_neg_H10_S862_comb,Mel79,Malignant,Malignant,4210,22.0705,-29.6808,-0.0582,-0.1138,Not cycling,0.5776,Oligo normal,"",treatment.naive,Tirosh
Cy71_CD45_G09_S561_comb,Mel71,Malignant,Malignant,4196,29.4039,31.3061,0.4969,0.1646,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_C09_S897_comb,Mel80,Malignant,Malignant,7863,-19.8438,42.1098,0.7126,0.4548,G1/S,,"","",treatment.naive,Tirosh
Cy71_CD45_F11_S551_comb,Mel71,Malignant,Malignant,3731,29.6277,30.9149,-0.1974,-0.0348,Not cycling,,"","",treatment.naive,Tirosh
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B04_S304_comb,Mel79,Malignant,Malignant,5062,21.8671,-28.0649,-0.0404,0.0204,Not cycling,0.4331,Interferon/MHC-II (I),"",treatment.naive,Tirosh
cy78_CD45_neg_3_D08_S716_comb,Mel78,Malignant,Malignant,7515,-10.5224,-38.4927,0.3111,0.0781,Not cycling,0.4629,Skin pigmentation,"",post.treatment,Tirosh
cy79_p5_CD45_neg_PDL1_pos_E03_S723_comb,Mel79,Malignant,Malignant,4936,22.8684,-27.7818,0.0832,0.1286,Not cycling,1.0804,Stress,Stress,treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F04_S160_comb,Mel79,Malignant,Malignant,5036,21.7931,-28.6607,0.1182,-0.0538,Not cycling,0.5877,EMT III,"",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_pos_C12_S420_comb,Mel79,Malignant,Malignant,3591,20.298,-29.757,-0.1197,0.0511,Not cycling,0.6289,Skin pigmentation,"",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C08_S128_comb,Mel79,Malignant,Malignant,5286,24.9939,-26.776,7e-04,-0.1207,Not cycling,0.6551,Stress,"",treatment.naive,Tirosh
cy79_p5_CD45_neg_PDL1_pos_E08_S728_comb,Mel79,Malignant,Malignant,7489,22.845,-26.5825,1.115,0.1299,G1/S,1.0297,Cell Cycle - G1/S,"",treatment.naive,Tirosh
cy80_CD45_neg_D07_S907_comb,Mel80,Malignant,Malignant,5797,-19.7787,42.1069,0.2726,0.0785,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F03_S63_comb,Mel79,Malignant,Malignant,5269,25.2255,-26.4697,-0.0454,0.0599,Not cycling,0.4658,Interferon/MHC-II (II),"",treatment.naive,Tirosh
