cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment
Cy74_CD45_H02_S470_comb,74,T_cell,3263,7.2796,13.3056,0.7257,0.2346,G1/S,0.6065,CD8 - Unassigned2,""
CY58_1_CD45_B08_S980_comb,58,T_cell,2551,8.1991,12.366,-0.0408,-0.1734,Not cycling,1.189,CD8 - Cytotoxic,CD8 - Cytotoxic
Cy80_II_CD45_C12_S900_comb,80,Endothelial,3901,-0.7523,-12.7491,-0.1667,0.0037,Not cycling,,"",""
Cy74_CD45_A02_S386_comb,74,"",2457,8.0013,12.6452,,,"",,"",""
Cy72_CD45_F07_S739_comb,72,T_cell,2733,-2.258,19.3935,-0.0247,-0.1881,Not cycling,0.0286,CD8 - Naive3,""
Cy81_FNA_CD45_F03_S351_comb,81,Malignant,5859,-22.5217,-25.4308,0.4008,-0.2421,Not cycling,0.4226,MYC,""
Cy71_CD45_C08_S512_comb,71,T_cell,2380,-0.9426,17.6375,0.1836,-0.1687,Not cycling,,"",""
CY58_1_CD45_H08_S1052_comb,58,"",3372,-0.4322,17.4348,,,"",,"",""
Cy81_Bulk_CD45_B05_S113_comb,81,Malignant,8036,-22.4585,-25.5863,0.0436,0.0535,Not cycling,0.2808,Oligo normal,""
CY58_1_CD45_F08_S1028_comb,58,NK_cell,3276,0.231,6.9901,0.0533,-0.0262,Not cycling,,"",""
Cy74_CD45_C06_S414_comb,74,T_cell,2891,4.1304,13.1028,0.0519,-0.0567,Not cycling,0.6662,CD4 - Naive1,""
Cy71_CD45_F07_S547_comb,71,Malignant,4506,-7.4259,38.292,0.0371,0.0936,Not cycling,,"",""
Cy72_CD45_A03_S675_comb,72,B_cell,3340,-17.6151,4.7684,0.2824,-0.0748,Not cycling,,"",""
Cy81_FNA_CD45_F10_S262_comb,81,T_cell,3456,3.898,12.145,0.082,0.017,Not cycling,,"",""
Cy74_CD45_E02_S434_comb,74,T_cell,2779,7.2636,12.6183,0.1034,-0.0478,Not cycling,0.8482,CD8 - Cytotoxic,""
Cy72_CD45_C03_S699_comb,72,B_cell,3442,-18.4181,4.9949,0.0472,-0.1169,Not cycling,,"",""
Cy81_FNA_CD45_G11_S275_comb,81,B_cell,4589,-18.1641,15.3621,0.3813,1.9044,G2/M,,"",""
Cy81_FNA_CD45_B01_S205_comb,81,T_cell,4075,6.7689,11.8399,0.2385,0.0416,Not cycling,,"",""
CY58_1_CD45_D06_S1002_comb,58,T_cell,2814,-2.8889,15.1732,0.0211,0.0202,Not cycling,0.4847,CD8 - Naive3,""
Cy72_CD45_D04_S712_comb,72,T_cell,3100,-0.5169,18.9553,0.0655,-0.1148,Not cycling,1.4547,CD4 - Cytotoxic,CD4 - Cytotoxic
Cy72_CD45_C06_S702_comb,72,B_cell,3439,-17.9269,4.4959,-0.016,0.0056,Not cycling,,"",""
Cy71_CD45_B04_S496_comb,71,"",4348,-7.6197,37.9669,,,"",,"",""
Cy74_CD45_F10_S454_comb,74,B_cell,2768,-19.9515,3.7639,0.0132,-0.057,Not cycling,,"",""
Cy72_CD45_C12_S708_comb,72,T_cell,3560,-2.3203,19.9262,0.1196,-0.1792,Not cycling,-0.1198,CD4 - Glycolysis/MYC,""
Cy72_CD45_E04_S724_comb,72,T_cell,3515,-2.5711,19.2562,0.0634,0.1686,Not cycling,0.5427,CD4 - Naive1,""
Cy81_Bulk_CD45_E11_S155_comb,81,"",2278,-20.0506,-22.0805,,,"",,"",""
Cy81_FNA_CD45_B02_S206_comb,81,T_cell,3490,3.0158,12.3041,-0.0332,-0.065,Not cycling,,"",""
Cy80_II_CD45_C02_S890_comb,80,Malignant,8666,39.8363,-15.2222,2.2956,0.5655,G1/S,1.9965,Cell Cycle - G1/S,Cell Cycle - G1/S
Cy80_II_CD45_F01_S925_comb,80,Malignant,4401,38.3671,-14.155,-0.1209,-0.1744,Not cycling,0.4587,PDAC-related,""
Cy74_CD45_D10_S430_comb,74,T_cell,2314,-1.0318,18.4736,0.1442,0.121,Not cycling,0.6562,CD8 - Naive3,""
Cy72_CD45_D11_S719_comb,72,T_cell,2740,-0.9943,18.8102,-0.0122,-0.1219,Not cycling,0.7443,CD8 - Memory/Naive1,""
Cy72_CD45_H03_S759_comb,72,T_cell,3430,-1.7492,19.3699,0.058,0.213,Not cycling,0.6854,CD8 - Cytotoxic,""
Cy80_II_CD45_G10_S946_comb,80,Endothelial,4247,-0.5284,-12.8133,0.2066,0.0931,Not cycling,,"",""
Cy81_FNA_CD45_H02_S278_comb,81,T_cell,2969,16.7487,12.0086,-0.0474,-0.0948,Not cycling,,"",""
Cy80_II_CD45_F08_S932_comb,80,Endothelial,4291,-0.3347,-13.0287,-0.066,0.221,Not cycling,,"",""
Cy80_II_CD45_E01_S913_comb,80,Malignant,6427,39.0049,-16.5731,1.5817,1.8508,Intermediate,2.2359,Cell Cycle - G2/M,Cell Cycle - G2/M
Cy81_FNA_CD45_B02_S302_comb,81,Malignant,4750,-22.5697,-25.4296,0.2322,-0.0756,Not cycling,0.4967,MYC,""
Cy72_CD45_F04_S736_comb,72,B_cell,2058,-18.6273,4.907,0.0053,-0.1224,Not cycling,,"",""
CY58_1_CD45_H11_S1055_comb,58,T_cell,2988,6.4182,12.0051,-0.0853,0.0184,Not cycling,0.9774,CD8 - Cytotoxic,""
Cy71_CD45_D05_S521_comb,71,T_cell,2088,5.6923,12.4394,0.0823,0.089,Not cycling,,"",""
CY58_1_CD45_A03_S963_comb,58,T_cell,3584,0.6026,7.0723,0.0172,-0.1043,Not cycling,0.3486,CD4 - Unassigned,""
Cy74_CD45_E07_S439_comb,74,T_cell,2851,6.6855,13.0264,0.165,-0.0014,Not cycling,3.046,CD8 - Interferon,CD8 - Interferon
Cy72_CD45_C02_S698_comb,72,T_cell,3718,-0.7733,15.0176,0.0365,0.0889,Not cycling,1.8935,CD8 - Unassigned2,CD8 - Unassigned2
Cy81_FNA_CD45_F07_S355_comb,81,Malignant,5354,-23.3186,-23.2002,-0.03,-0.2918,Not cycling,1.7546,Hypoxia,Hypoxia
Cy80_II_CD45_H11_S959_comb,80,Malignant,4871,39.5866,-14.3907,-0.1004,0.111,Not cycling,0.7677,Interferon/MHC-II (II),""
Cy81_FNA_CD45_E04_S340_comb,81,Malignant,5260,-22.3881,-25.6432,0.0063,0.3963,Not cycling,1.2059,Cell Cycle - G2/M,Cell Cycle - G2/M
Cy81_FNA_CD45_F03_S255_comb,81,T_cell,2725,1.0384,6.5123,0.0119,-0.0807,Not cycling,,"",""
CY58_1_CD45_C02_S986_comb,58,T_cell,3856,6.749,12.9589,0.2597,0.0452,Not cycling,2.4438,CD8 - Glycolysis/MYC,""
Cy74_CD45_F04_S448_comb,74,T_cell,3279,7.1971,14.1227,-0.1304,0.1226,Not cycling,0.6902,CD4 - Dysfunction,""
Cy74_CD45_G10_S466_comb,74,T_cell,2009,4.9761,13.9489,0.1681,-0.1589,Not cycling,0.387,CD8 - Heat shock,""
Cy81_FNA_CD45_H09_S381_comb,81,Malignant,5595,-22.1659,-23.1035,-0.0788,-0.2407,Not cycling,0.9553,Respiration,""
Cy81_FNA_CD45_C03_S219_comb,81,T_cell,3492,4.0738,11.5782,-0.0324,-0.0293,Not cycling,,"",""
Cy71_CD45_F02_S542_comb,71,"",3713,-7.6238,37.7947,,,"",,"",""
Cy80_II_CD45_A01_S865_comb,80,Malignant,6747,39.3072,-15.2366,1.6426,1.3421,Intermediate,1.4295,Cell Cycle - G1/S,Cell Cycle - G1/S
Cy72_CD45_F03_S735_comb,72,T_cell,3028,-1.4881,19.5524,-0.0513,-0.0982,Not cycling,1.3445,CD4 - Dysfunction,CD4 - Dysfunction
CY58_1_CD45_C05_S989_comb,58,"",2546,16.077,11.9423,,,"",,"",""
Cy81_Bulk_CD45_F12_S168_comb,81,Malignant,6321,-23.0937,-23.042,-0.0782,-0.0775,Not cycling,0.9779,Hypoxia,""
Cy72_CD45_G11_S755_comb,72,B_cell,4020,-18.538,15.6896,0.4862,0.6139,Not cycling,,"",""
CY58_1_CD45_B11_S983_comb,58,T_cell,3507,6.3337,12.4247,0.0473,-0.1566,Not cycling,0.5906,CD8 - Heat shock,""
Cy81_FNA_CD45_E05_S245_comb,81,T_cell,2265,12.5964,7.7359,1.7958,0.5035,G1/S,,"",""
Cy72_CD45_G06_S750_comb,72,T_cell,2831,-2.0594,18.4061,-0.0553,-0.0732,Not cycling,0.7203,CD8 - Memory/Naive1,""
Cy71_CD45_E06_S534_comb,71,Malignant,4927,-7.3023,39.002,0.5289,0.0613,Not cycling,,"",""
Cy71_CD45_F04_S544_comb,71,T_cell,3340,6.2947,12.0599,0.0666,0.0103,Not cycling,,"",""
CY58_1_CD45_D07_S1003_comb,58,T_cell,3190,6.8587,13.1469,0.2396,0.2069,Not cycling,1.1016,CD8 - Cytotoxic,CD8 - Cytotoxic
Cy71_CD45_E07_S535_comb,71,T_cell,2862,3.3784,16.4439,0.0247,-0.1941,Not cycling,,"",""
CY58_1_CD45_F06_S1026_comb,58,T_cell,4017,4.2953,16.253,0.1579,0.3198,Not cycling,1.9958,CD4 - Unassigned,""
Cy71_CD45_C12_S516_comb,71,Malignant,6971,-7.596,39.2958,2.3653,1.0995,G1/S,,"",""
Cy81_FNA_CD45_B06_S210_comb,81,T_cell,3702,0.0506,8.5281,-0.0049,-0.146,Not cycling,,"",""
CY58_1_CD45_B10_S982_comb,58,"",3454,-0.7495,14.8211,,,"",,"",""
Cy81_FNA_CD45_A10_S202_comb,81,T_cell,2201,16.768,12.0501,0.0955,-0.1755,Not cycling,,"",""
Cy72_CD45_A10_S682_comb,72,T_cell,3235,-1.3022,18.3004,0.0445,-0.1107,Not cycling,0.6943,CD8 - Naive3,""
Cy72_CD45_A12_S684_comb,72,T_cell,3264,-1.7432,18.496,0.088,-0.0353,Not cycling,0.1334,CD8 - Interferon,""
Cy71_CD45_A06_S486_comb,71,Malignant,6338,-7.7851,39.221,1.2222,1.5153,Intermediate,,"",""
CY58_1_CD45_G02_S1034_comb,58,T_cell,2407,2.4403,12.4254,0.1015,-0.1848,Not cycling,0.531,CD8 - Chromatin,""
CY58_1_CD45_A05_S965_comb,58,NK_cell,3539,-0.92,6.7879,0.55,0.1825,Not cycling,,"",""
Cy80_II_CD45_E11_S923_comb,80,Malignant,5217,38.982,-14.226,-0.0359,-0.2956,Not cycling,0.6706,Stress,""
CY58_1_CD45_G03_S1035_comb,58,T_cell,2630,1.5699,13.7538,0.0123,-0.0644,Not cycling,0.9712,CD4 - Naive1,""
Cy72_CD45_D10_S718_comb,72,T_cell,3536,-1.506,18.1271,0.1661,-0.2375,Not cycling,0.7309,CD4 - Naive1,""
Cy81_FNA_CD45_C01_S217_comb,81,"",3757,-4.5898,9.9416,,,"",,"",""
Cy81_FNA_CD45_D01_S229_comb,81,"",3404,-20.8361,-23.386,,,"",,"",""
Cy71_CD45_C09_S513_comb,71,Malignant,5666,-7.5129,38.1651,-0.0113,0.1239,Not cycling,,"",""
Cy71_CD45_E05_S533_comb,71,Malignant,3809,-7.7279,38.3566,-0.1404,0.0867,Not cycling,,"",""
Cy72_CD45_E01_S721_comb,72,T_cell,3029,-2.7144,19.624,0.0211,-0.0073,Not cycling,0.2859,CD4 - Interferon,""
Cy81_Bulk_CD45_A08_S104_comb,81,Malignant,4321,-21.6261,-23.2791,-0.0384,-0.2358,Not cycling,0.6797,IG,""
Cy74_CD45_A06_S390_comb,74,Macrophage,2494,14.3094,-16.6738,0.0338,0.2443,Not cycling,,"",""
Cy81_FNA_CD45_F07_S259_comb,81,T_cell,2987,-2.1436,12.4424,-0.009,0.1306,Not cycling,,"",""
Cy72_CD45_B12_S696_comb,72,T_cell,3392,-0.7599,18.7712,-0.0016,-0.2059,Not cycling,1.5878,CD8 - Cytotoxic,CD8 - Cytotoxic
Cy71_CD45_H12_S672_comb,71,"",3848,-7.3435,37.6531,,,"",,"",""
Cy71_CD45_H12_S576_comb,71,Malignant,3207,-7.1046,38.2791,0.1893,0.6256,Not cycling,,"",""
Cy81_Bulk_CD45_E07_S151_comb,81,"",3553,-20.5636,-22.4935,,,"",,"",""
Cy81_Bulk_CD45_F07_S163_comb,81,"",3527,-20.6421,-22.7425,,,"",,"",""
Cy72_CD45_D06_S714_comb,72,"",3550,-1.4525,19.2819,,,"",,"",""
Cy80_II_CD45_E08_S920_comb,80,Malignant,4910,38.4116,-14.2223,-0.0512,-0.2609,Not cycling,1.2648,Stress (in vitro),Stress (in vitro)
CY58_1_CD45_G12_S1044_comb,58,"",2461,1.5564,12.4396,,,"",,"",""
CY58_1_CD45_A08_S968_comb,58,T_cell,3588,8.363,11.8935,-0.0223,0.1702,Not cycling,1.3372,CD8 - Glycolysis/MYC,""
Cy72_CD45_H08_S764_comb,72,T_cell,3406,0.153,18.6313,0.1048,-0.0766,Not cycling,0.4027,CD8 - Cytotoxic,""
Cy74_CD45_C07_S415_comb,74,Macrophage,2779,13.5762,-17.1202,-0.0555,-0.1816,Not cycling,,"",""
Cy81_FNA_CD45_H05_S377_comb,81,Malignant,4069,-22.3196,-25.4479,-0.0972,-0.1132,Not cycling,0.5588,MYC,""
Cy72_CD45_G08_S752_comb,72,B_cell,3244,-18.0225,3.9719,0.0989,0.1305,Not cycling,,"",""
Cy81_FNA_CD45_D12_S336_comb,81,Malignant,7480,-23.2176,-25.7297,0.3631,0.0179,Not cycling,0.6939,Astrocytes,""
CY58_1_CD45_C07_S991_comb,58,T_cell,3697,7.0593,12.1626,-0.1223,0.1486,Not cycling,0.8839,CD8 - Cytotoxic,""
Cy81_Bulk_CD45_C07_S127_comb,81,"",5967,-20.8636,-23.2747,,,"",,"",""
CY58_1_CD45_G01_S1033_comb,58,T_cell,2337,2.8742,13.4442,0.0084,0.03,Not cycling,1.0073,CD8 - Interferon,""
Cy72_CD45_D02_S710_comb,72,B_cell,4063,-18.5141,15.6255,0.1093,0.1053,Not cycling,,"",""
Cy81_FNA_CD45_G06_S270_comb,81,T_cell,3309,-2.2162,18.7856,-0.0534,-0.14,Not cycling,,"",""
Cy81_FNA_CD45_A11_S203_comb,81,T_cell,2633,17.102,11.8343,-0.0836,-0.2,Not cycling,,"",""
Cy71_CD45_H09_S573_comb,71,T_cell,2817,0.2594,14.2358,0.0451,-0.1859,Not cycling,,"",""
Cy72_CD45_G10_S754_comb,72,T_cell,3293,-2.3865,19.2744,0.0105,-0.2209,Not cycling,1.0394,CD8 - Memory/Naive1,CD8 - Memory/Naive1
Cy74_CD45_G09_S465_comb,74,T_cell,2336,2.1777,15.4461,-0.0059,0.0083,Not cycling,1.6009,CD8 - Memory/Naive1,CD8 - Memory/Naive1
Cy74_CD45_F11_S455_comb,74,T_cell,2183,-6.1287,3.4353,0.085,0.0586,Not cycling,0.5231,CD4 - Naive1,""
Cy71_CD45_A07_S487_comb,71,Malignant,4664,-7.604,37.8953,-0.0308,0.5587,Not cycling,,"",""
Cy71_CD45_G11_S563_comb,71,Malignant,4949,-7.7273,39.3422,2.1021,1.0447,G1/S,,"",""
CY58_1_CD45_H10_S1054_comb,58,T_cell,2353,4.6366,13.1674,0.1697,-0.0377,Not cycling,0.6898,CD8 - Memory/Naive1,""
CY58_1_CD45_A11_S971_comb,58,"",3600,0.3205,6.6061,,,"",,"",""
Cy81_Bulk_CD45_F08_S164_comb,81,"",2414,-20.4492,-22.4698,,,"",,"",""
Cy80_II_CD45_C03_S891_comb,80,Endothelial,4165,-0.5794,-12.9916,0.139,0.2441,Not cycling,,"",""
Cy72_CD45_E03_S723_comb,72,T_cell,3123,-1.3551,19.5521,0.0873,-0.0504,Not cycling,0.4786,CD8 - Dysfunction,""
Cy72_CD45_B11_S695_comb,72,T_cell,3300,-2.7252,17.5971,0.0388,-0.204,Not cycling,0.9755,CD4 - Unassigned,""
Cy74_CD45_D09_S429_comb,74,T_cell,2747,5.3785,14.4886,0.0952,0.1108,Not cycling,0.7552,CD4 - Stress/HSP,""
Cy72_CD45_H09_S765_comb,72,T_cell,2340,-2.5867,19.5637,0.1411,0.0117,Not cycling,0.8988,CD4 - Naive1,""
Cy81_Bulk_CD45_F05_S161_comb,81,Malignant,6735,-22.5298,-23.9465,0.1759,0.0672,Not cycling,0.5445,EMT III,""
Cy72_CD45_G07_S751_comb,72,T_cell,3212,-2.5621,19.2717,0.1723,-0.0426,Not cycling,0.1484,CD4 - Treg,""
Cy72_CD45_G05_S749_comb,72,T_cell,2888,-1.7297,18.5517,0.0667,-0.0673,Not cycling,0.3412,CD8 - Memory/Naive1,""
Cy72_CD45_E09_S729_comb,72,B_cell,3619,-18.3184,5.0616,0.1483,-0.1582,Not cycling,,"",""
Cy71_CD45_D03_S519_comb,71,T_cell,2965,2.2837,13.7327,0.1008,-0.2024,Not cycling,,"",""
Cy81_FNA_CD45_F05_S257_comb,81,T_cell,2410,-0.5337,9.1294,0.1478,-0.2269,Not cycling,,"",""
Cy72_CD45_B03_S687_comb,72,"",2189,-2.1118,19.6503,,,"",,"",""
Cy72_CD45_C11_S707_comb,72,T_cell,3228,-2.0681,19.2061,0.1386,-0.054,Not cycling,0.5435,CD8 - Memory/Naive1,""
Cy81_Bulk_CD45_E09_S153_comb,81,"",3138,-20.6071,-22.6932,,,"",,"",""
Cy81_FNA_CD45_F12_S264_comb,81,B_cell,2858,-17.1245,6.7004,-0.0196,-0.0295,Not cycling,,"",""
Cy81_Bulk_CD45_D08_S140_comb,81,Malignant,3791,-22.6376,-25.1488,-0.1269,-0.049,Not cycling,1.1647,Stress,Stress
Cy80_II_CD45_A04_S868_comb,80,Endothelial,4642,-0.437,-12.7887,0.2053,1.1322,G2/M,,"",""
CY58_1_CD45_G06_S1038_comb,58,T_cell,2267,-0.7937,14.4409,0.1016,-0.0797,Not cycling,0.7507,CD8 - Memory/Naive1,""
Cy81_FNA_CD45_B04_S304_comb,81,Malignant,7346,-23.1059,-25.6328,0.5071,0.2077,Not cycling,0.2409,Interferon/MHC-II (I),""
Cy80_II_CD45_H12_S960_comb,80,Malignant,4600,39.2125,-14.8486,0.7634,0.9053,Intermediate,1.0624,Cell Cycle - G2/M,Cell Cycle - G2/M
Cy81_FNA_CD45_H01_S373_comb,81,Malignant,6153,-23.0461,-23.698,0.2951,-0.1558,Not cycling,0.6915,Hypoxia,""
Cy72_CD45_F01_S733_comb,72,"",2183,-1.2552,19.7366,,,"",,"",""
CY58_1_CD45_G07_S1039_comb,58,T_cell,2770,6.4239,11.6255,-0.0613,0.1073,Not cycling,0.6732,CD8 - Dysfunction,""
Cy71_CD45_C07_S511_comb,71,Malignant,5711,-7.5144,38.3662,-0.1029,-0.1113,Not cycling,,"",""
Cy81_Bulk_CD45_A12_S108_comb,81,Malignant,8390,-23.1205,-25.1617,0.3538,0.328,Not cycling,0.6287,Cell Cycle - G2/M,""
Cy80_II_CD45_A06_S870_comb,80,Malignant,5619,38.647,-14.3198,0.4405,0.0844,Not cycling,0.9433,Hypoxia,""
Cy74_CD45_B02_S398_comb,74,B_cell,2477,-18.7479,5.4095,0.0447,0.0092,Not cycling,,"",""
Cy71_CD45_H03_S567_comb,71,T_cell,2683,-1.0771,18.3236,-0.019,-0.1334,Not cycling,,"",""
CY58_1_CD45_A02_S962_comb,58,T_cell,3688,-0.8324,17.9121,0.0278,0.0244,Not cycling,0.5904,CD4 - Naive2,""
Cy71_CD45_F12_S552_comb,71,T_cell,2560,5.402,13.5824,0.2001,0.3393,Not cycling,,"",""
Cy81_Bulk_CD45_E06_S150_comb,81,Malignant,6889,-22.6993,-25.6296,0.2099,0.3383,Not cycling,0.6125,Stress,""
Cy81_Bulk_CD45_A02_S98_comb,81,Malignant,3518,-20.7807,-22.8781,0.0571,0.3092,Not cycling,1.3489,Cell Cycle HMG-rich,""
Cy74_CD45_A11_S395_comb,74,T_cell,2980,7.6566,13.4379,0.1775,0.0854,Not cycling,0.9926,CD8 - Glycolysis/MYC,""
Cy81_FNA_CD45_D06_S234_comb,81,T_cell,2241,2.7946,12.8588,0.1566,-0.0741,Not cycling,,"",""
Cy71_CD45_C10_S514_comb,71,Malignant,5650,-7.6261,39.1448,1.8117,0.9849,G1/S,,"",""
Cy81_Bulk_CD45_D06_S138_comb,81,Malignant,7171,-22.8749,-25.3578,-0.0222,-0.025,Not cycling,1.4728,Stress,Stress
CY58_1_CD45_C12_S996_comb,58,"",3209,-0.9708,16.9662,,,"",,"",""
Cy71_CD45_D10_S526_comb,71,T_cell,3485,6.3185,9.3199,0.1579,0.1598,Not cycling,,"",""
Cy71_CD45_C02_S506_comb,71,Malignant,4771,-7.3601,38.4512,-0.0245,0.052,Not cycling,,"",""
Cy72_CD45_H01_S757_comb,72,"",2191,-2.4049,19.4873,,,"",,"",""
Cy72_CD45_A09_S681_comb,72,T_cell,3337,-1.9269,19.7085,0.0456,-0.0232,Not cycling,0.5114,CD4 - Dysfunction,""
Cy71_CD45_F08_S548_comb,71,Malignant,4920,-7.4507,38.9318,1.1208,0.2894,G1/S,,"",""
Cy71_CD45_C04_S508_comb,71,Malignant,5746,-7.6155,38.3441,-0.0813,0.0366,Not cycling,,"",""
Cy81_FNA_CD45_D11_S335_comb,81,Malignant,6850,-23.3531,-25.8212,-0.0014,0.0948,Not cycling,0.4272,Interferon/MHC-II (I),""
Cy71_CD45_F09_S549_comb,71,"",2429,-0.5644,18.9444,,,"",,"",""
Cy74_CD45_H09_S477_comb,74,T_cell,2629,-0.5497,17.9248,-0.0687,0.2329,Not cycling,1.9045,CD8 - Memory/Naive1,CD8 - Memory/Naive1
Cy71_CD45_H04_S568_comb,71,Malignant,5979,-7.5979,39.0916,1.4147,1.2641,Intermediate,,"",""
Cy81_FNA_CD45_C10_S322_comb,81,Malignant,5596,-23.1766,-23.4396,-0.044,-0.0659,Not cycling,0.7639,Hypoxia,""
CY58_1_CD45_C10_S994_comb,58,T_cell,3085,5.5862,13.0669,0.0926,-0.0723,Not cycling,1.2051,CD8 - Cytotoxic,CD8 - Cytotoxic
CY58_1_CD45_G04_S1036_comb,58,T_cell,2830,5.6983,12.3813,0.1024,0.0313,Not cycling,0.3414,CD8 - Chromatin,""
Cy71_CD45_D01_S517_comb,71,Malignant,4996,-7.3735,38.2688,0.1487,0.0859,Not cycling,,"",""
Cy81_FNA_CD45_H10_S286_comb,81,"",3191,16.4115,12.629,,,"",,"",""
Cy71_CD45_E01_S529_comb,71,T_cell,2198,-0.3885,18.7763,0.0425,0.1075,Not cycling,,"",""
Cy71_CD45_A09_S489_comb,71,Macrophage,4208,14.6257,-16.8792,-0.0253,-0.1105,Not cycling,,"",""
Cy71_CD45_C06_S510_comb,71,T_cell,3699,7.0985,11.4488,-0.0701,-0.0729,Not cycling,,"",""
Cy71_CD45_B09_S501_comb,71,Malignant,4704,-7.5575,37.8268,0.0828,0.0201,Not cycling,,"",""
Cy81_FNA_CD45_D04_S232_comb,81,T_cell,2028,2.745,11.1736,0.0085,0.1102,Not cycling,,"",""
Cy81_FNA_CD45_G12_S276_comb,81,T_cell,3782,-1.7787,18.0363,0.0955,-0.1049,Not cycling,,"",""
Cy71_CD45_H03_S663_comb,71,"",2165,-7.2527,38.207,,,"",,"",""
Cy74_CD45_H11_S479_comb,74,T_cell,2620,6.2998,14.2042,0.0865,-0.0663,Not cycling,0.9675,CD8 - Memory/Naive1,""
Cy74_CD45_D02_S422_comb,74,T_cell,2461,4.6743,13.905,0.1112,-0.1453,Not cycling,0.803,CD4 - Stress/HSP,""
Cy81_FNA_CD45_A04_S196_comb,81,T_cell,3334,2.6187,12.9988,0.2194,0.0427,Not cycling,,"",""
Cy81_Bulk_CD45_G06_S174_comb,81,Malignant,6594,-22.4972,-25.8164,-0.1096,-0.1583,Not cycling,1.7212,Stress,Stress
Cy71_CD45_H11_S575_comb,71,Malignant,5299,-7.5663,39.0818,2.1203,0.6536,G1/S,,"",""
Cy81_FNA_CD45_B05_S209_comb,81,T_cell,2903,2.1057,12.5929,0.1806,-0.1261,Not cycling,,"",""
Cy71_CD45_D06_S522_comb,71,Malignant,6467,-7.4995,38.4669,-0.0873,0.0763,Not cycling,,"",""
Cy74_CD45_H10_S478_comb,74,"",2805,-0.7166,15.1768,,,"",,"",""
Cy80_II_CD45_C08_S896_comb,80,Malignant,6284,38.7639,-14.415,0.3989,-0.1063,Not cycling,0.9914,Hypoxia,""
Cy72_CD45_G02_S746_comb,72,T_cell,3143,-2.1428,18.1502,0.0059,-0.0413,Not cycling,0.4111,CD8 - Memory/Naive1,""
Cy71_CD45_H01_S565_comb,71,Malignant,3849,-7.6847,37.8312,-0.0364,-0.3352,Not cycling,,"",""
CY58_1_CD45_H01_S1045_comb,58,T_cell,2205,0.8254,8.0072,-0.0098,-0.1943,Not cycling,0.3597,CD8 - Chromatin,""
Cy81_FNA_CD45_E01_S337_comb,81,Malignant,4385,-22.0278,-25.4391,-0.0612,-0.248,Not cycling,0.5272,MYC,""
Cy71_CD45_B10_S502_comb,71,Malignant,4776,-7.6711,38.4054,-0.0053,-0.0586,Not cycling,,"",""
Cy81_Bulk_CD45_D12_S144_comb,81,Malignant,8006,-22.9297,-25.4429,0.0642,0.1048,Not cycling,0.6124,Stress,""
Cy71_CD45_F05_S545_comb,71,Malignant,3981,-7.3547,39.1812,1.6857,0.4613,G1/S,,"",""
CY58_1_CD45_B12_S984_comb,58,T_cell,3148,0.3178,14.0881,-0.0461,-0.0112,Not cycling,0.5097,CD8 - Unassigned1,""
Cy74_CD45_C01_S409_comb,74,T_cell,3190,7.8457,13.367,0.0999,-0.2343,Not cycling,1.0634,CD4 - Stress/HSP,CD4 - Stress/HSP
CY58_1_CD45_B03_S975_comb,58,T_cell,3545,-3.5918,17.1599,0.0133,-0.1351,Not cycling,1.2061,CD4 - Naive2,""
Cy81_Bulk_CD45_G03_S171_comb,81,Malignant,8194,-23.0187,-25.4184,0.023,0.0228,Not cycling,1.3172,EMT I,""
Cy72_CD45_D08_S716_comb,72,"",2940,-2.0321,19.6452,,,"",,"",""
Cy72_CD45_A04_S676_comb,72,B_cell,3303,-17.9311,4.2118,-0.05,-0.004,Not cycling,,"",""
Cy74_CD45_D06_S426_comb,74,T_cell,2645,7.7455,13.2479,0.0274,0.202,Not cycling,0.5012,CD8 - Unassigned2,""
Cy72_CD45_C05_S701_comb,72,T_cell,3158,-3.233,18.2521,-0.0178,0.1077,Not cycling,0.4573,CD8 - Interferon,""
Cy81_Bulk_CD45_D11_S143_comb,81,Malignant,7754,-22.9811,-25.2377,0.298,0.237,Not cycling,0.8349,IG,""
Cy74_CD45_C04_S412_comb,74,T_cell,3233,7.8919,13.1998,0.0044,-0.0082,Not cycling,1.5856,CD8 - Glycolysis/MYC,CD8 - Glycolysis/MYC
Cy80_II_CD45_A08_S872_comb,80,Endothelial,3951,-0.3209,-12.912,-0.0368,-0.1291,Not cycling,,"",""
Cy80_II_CD45_G03_S939_comb,80,Malignant,3282,40.0881,-15.4375,-0.1258,0.0716,Not cycling,1.0677,Skin pigmentation,""
Cy74_CD45_G06_S462_comb,74,T_cell,2797,17.1648,11.3992,0.0935,-0.0448,Not cycling,1.4419,CD4 - Treg,CD4 - Treg
CY58_1_CD45_B04_S976_comb,58,T_cell,3800,6.7115,12.1456,0.1393,0.174,Not cycling,2.0701,CD4 - Cytotoxic,CD4 - Cytotoxic
CY58_1_CD45_F07_S1027_comb,58,T_cell,3298,6.8966,12.2703,0.0621,0.0444,Not cycling,0.7361,CD8 - Cytotoxic,""
Cy74_CD45_E09_S441_comb,74,T_cell,2605,7.5326,12.4894,0.1908,0.2385,Not cycling,0.8339,CD8 - Cytotoxic,""
Cy71_CD45_G01_S553_comb,71,"",3015,-8.2696,-20.5685,,,"",,"",""
